,sentence_text,e1_text,e2_text,relation_type,normalized_sentence
683,"Nephrotoxic agents : Concomitant administration of VISTIDE and agents with nephrotoxic potential [e.g., intravenous aminoglycosides (e.g., tobramycin, gentamicin, and amikacin), amphotericin B, foscarnet, intravenous pentamidine, vancomycin, and non-steroidal anti-inflammatory agents] is contraindicated.",VISTIDE,tobramycin,advise,Nephrotoxic agents : Concomitant administration BRAND agents nephrotoxic potential [e.g. intravenous aminoglycosides (e.g. DRUG gentamicin amikacin) amphotericin B foscarnet intravenous pentamidine vancomycin non steroidal anti inflammatory agents] contraindicated.
684,"Nephrotoxic agents : Concomitant administration of VISTIDE and agents with nephrotoxic potential [e.g., intravenous aminoglycosides (e.g., tobramycin, gentamicin, and amikacin), amphotericin B, foscarnet, intravenous pentamidine, vancomycin, and non-steroidal anti-inflammatory agents] is contraindicated.",VISTIDE,gentamicin,advise,Nephrotoxic agents : Concomitant administration BRAND agents nephrotoxic potential [e.g. intravenous aminoglycosides (e.g. tobramycin DRUG amikacin) amphotericin B foscarnet intravenous pentamidine vancomycin non steroidal anti inflammatory agents] contraindicated.
685,"Nephrotoxic agents : Concomitant administration of VISTIDE and agents with nephrotoxic potential [e.g., intravenous aminoglycosides (e.g., tobramycin, gentamicin, and amikacin), amphotericin B, foscarnet, intravenous pentamidine, vancomycin, and non-steroidal anti-inflammatory agents] is contraindicated.",VISTIDE,amikacin,advise,Nephrotoxic agents : Concomitant administration BRAND agents nephrotoxic potential [e.g. intravenous aminoglycosides (e.g. tobramycin gentamicin DRUG ) amphotericin B foscarnet intravenous pentamidine vancomycin non steroidal anti inflammatory agents] contraindicated.
686,"Nephrotoxic agents : Concomitant administration of VISTIDE and agents with nephrotoxic potential [e.g., intravenous aminoglycosides (e.g., tobramycin, gentamicin, and amikacin), amphotericin B, foscarnet, intravenous pentamidine, vancomycin, and non-steroidal anti-inflammatory agents] is contraindicated.",VISTIDE,amphotericin B,advise,Nephrotoxic agents : Concomitant administration BRAND agents nephrotoxic potential [e.g. intravenous aminoglycosides (e.g. tobramycin gentamicin amikacin) DRUG foscarnet intravenous pentamidine vancomycin non steroidal anti inflammatory agents] contraindicated.
687,"Nephrotoxic agents : Concomitant administration of VISTIDE and agents with nephrotoxic potential [e.g., intravenous aminoglycosides (e.g., tobramycin, gentamicin, and amikacin), amphotericin B, foscarnet, intravenous pentamidine, vancomycin, and non-steroidal anti-inflammatory agents] is contraindicated.",VISTIDE,foscarnet,advise,Nephrotoxic agents : Concomitant administration BRAND agents nephrotoxic potential [e.g. intravenous aminoglycosides (e.g. tobramycin gentamicin amikacin) amphotericin B DRUG intravenous pentamidine vancomycin non steroidal anti inflammatory agents] contraindicated.
688,"Nephrotoxic agents : Concomitant administration of VISTIDE and agents with nephrotoxic potential [e.g., intravenous aminoglycosides (e.g., tobramycin, gentamicin, and amikacin), amphotericin B, foscarnet, intravenous pentamidine, vancomycin, and non-steroidal anti-inflammatory agents] is contraindicated.",VISTIDE,pentamidine,advise,Nephrotoxic agents : Concomitant administration BRAND agents nephrotoxic potential [e.g. intravenous aminoglycosides (e.g. tobramycin gentamicin amikacin) amphotericin B foscarnet intravenous DRUG vancomycin non steroidal anti inflammatory agents] contraindicated.
689,"Nephrotoxic agents : Concomitant administration of VISTIDE and agents with nephrotoxic potential [e.g., intravenous aminoglycosides (e.g., tobramycin, gentamicin, and amikacin), amphotericin B, foscarnet, intravenous pentamidine, vancomycin, and non-steroidal anti-inflammatory agents] is contraindicated.",VISTIDE,vancomycin,advise,Nephrotoxic agents : Concomitant administration BRAND agents nephrotoxic potential [e.g. intravenous aminoglycosides (e.g. tobramycin gentamicin amikacin) amphotericin B foscarnet intravenous pentamidine DRUG non steroidal anti inflammatory agents] contraindicated.
690,"Nephrotoxic agents : Concomitant administration of VISTIDE and agents with nephrotoxic potential [e.g., intravenous aminoglycosides (e.g., tobramycin, gentamicin, and amikacin), amphotericin B, foscarnet, intravenous pentamidine, vancomycin, and non-steroidal anti-inflammatory agents] is contraindicated.",VISTIDE,non-steroidal anti-inflammatory agents,advise,Nephrotoxic agents : Concomitant administration BRAND agents nephrotoxic potential [e.g. intravenous aminoglycosides (e.g. tobramycin gentamicin amikacin) amphotericin B foscarnet intravenous pentamidine vancomycin GROUP ] contraindicated.
691,"However, interactions may be expected, and UROXATRAL should NOT be used in combination with other alpha-blockers.",UROXATRAL,alpha-blockers,advise,However interactions may expected BRAND used combination GROUP .
692,Dimenhydrinate may decrease emetic response to apomorphine.,Dimenhydrinate,apomorphine,effect,DRUG may decrease emetic response DRUG .
693,"Interactions for vitamin D analogues (Vitamin D2, Vitamin D3, Calcitriol, and Calcidiol): Cholestyramine: Cholestyramine has been reported to reduce intestinal absorption of fat soluble vitamins;",Cholestyramine,fat soluble vitamins,mechanism,Interactions vitamin analogues (Vitamin D2 Vitamin D3 Calcitriol Calcidiol): Cholestyramine: DRUG reported reduce intestinal absorption GROUP ;
694,"Phenytoin/Phenobarbital: The coadministration of phenytoin or phenobarbital will not affect plasma concentrations of vitamin D, but may reduce endogenous plasma levels of calcitriol/ergocalcitriol by accelerating metabolism.",phenytoin,calcitriol,mechanism,Phenytoin/Phenobarbital: coadministration DRUG phenobarbital affect plasma concentrations vitamin may reduce endogenous plasma levels DRUG /ergocalcitriol accelerating metabolism.
695,"Phenytoin/Phenobarbital: The coadministration of phenytoin or phenobarbital will not affect plasma concentrations of vitamin D, but may reduce endogenous plasma levels of calcitriol/ergocalcitriol by accelerating metabolism.",phenobarbital,calcitriol,mechanism,Phenytoin/Phenobarbital: coadministration phenytoin DRUG affect plasma concentrations vitamin may reduce endogenous plasma levels DRUG /ergocalcitriol accelerating metabolism.
696,Some reports have shown that the concomitant administration of thiazides with vitamin D causes hypercalcemia.,thiazides,vitamin D,effect,reports shown concomitant administration GROUP GROUP causes hypercalcemia.
697,"Digitalis: Vitamin D dosage must be determined with care in patients undergoing treatment with digitalis, as hypercalcemia in such patients may precipitate cardiac arrhythmias.",Vitamin D,digitalis,advise,Digitalis: GROUP dosage must determined care patients undergoing treatment GROUP hypercalcemia patients may precipitate cardiac arrhythmias.
698,Ketoconazole: Ketoconazole may inhibit both synthetic and catabolic enzymes of vitamin D.,Ketoconazole,vitamin D,mechanism,Ketoconazole: DRUG may inhibit synthetic catabolic enzymes GROUP .
699,"Corticosteroids: A relationship of functional antagonism exists between vitamin D analogues, which promote calcium absorption, and corticosteroids, which inhibit calcium absorption.",vitamin D analogues,corticosteroids,mechanism,Corticosteroids: relationship functional antagonism exists GROUP promote calcium absorption GROUP inhibit calcium absorption.
700,"Magnesium: Magnesium-containing preparations (eg, antacids) may cause hypermagnesemia and should therefore not be taken during therapy with vitamin D by patients on chronic renal dialysis.",Magnesium,vitamin D,advise,Magnesium: DRUG containing preparations (eg antacids) may cause hypermagnesemia therefore taken therapy GROUP patients chronic renal dialysis.
701,"Magnesium: Magnesium-containing preparations (eg, antacids) may cause hypermagnesemia and should therefore not be taken during therapy with vitamin D by patients on chronic renal dialysis.",antacids,vitamin D,advise,Magnesium: Magnesium containing preparations (eg GROUP ) may cause hypermagnesemia therefore taken therapy GROUP patients chronic renal dialysis.
702,ERGAMISOL  (levamisole hydrochloride) has been reported to produce ANTABUSE-like side effects when given concomitantly with alcohol.,ERGAMISOL,alcohol,effect,BRAND (levamisole hydrochloride) reported produce ANTABUSE like side effects given concomitantly DRUG .
703,ERGAMISOL  (levamisole hydrochloride) has been reported to produce ANTABUSE-like side effects when given concomitantly with alcohol.,levamisole hydrochloride,alcohol,effect,ERGAMISOL ( DRUG ) reported produce ANTABUSE like side effects given concomitantly DRUG .
704,"Because of reports of prolongation of the prothrombin time beyond the therapeutic range in patients taking concurrent levamisole and warfarin sodium, it is suggested that the prothrombin time be monitored carefully, and the dose of warfarin sodium or other coumarin-like drugs should be adjusted accordingly, in patients taking both drugs.",levamisole,warfarin sodium,advise,reports prolongation prothrombin time beyond therapeutic range patients taking concurrent DRUG DRUG suggested prothrombin time monitored carefully dose warfarin sodium coumarin like drugs adjusted accordingly patients taking drugs.
705,"The antimicrobial combinations of GL with four antibiotics resulted in additive effect in most instances, synergism in two instances, and antagonism in two instances. ",GL,antibiotics,effect,antimicrobial combinations DRUG_N four GROUP resulted additive effect instances synergism two instances antagonism two instances.
706,Synergism was observed when GL was combined with cefazolin against Bacillus subtilis and Klebsiella oxytoca.,GL,cefazolin,effect,Synergism observed DRUG_N combined DRUG Bacillus subtilis Klebsiella oxytoca.
707,Use with Allopurinol: The principal pathway for detoxification of azathioprine is inhibited by allopurinol.,azathioprine,allopurinol,mechanism,Use Allopurinol: principal pathway detoxification DRUG inhibited DRUG .
708,"Patients receiving azathioprine and allopurinol concomitantly should have a dose reduction of azathioprine, to approximately 1/3 to 1/4 the usual dose.",azathioprine,allopurinol,advise,Patients receiving DRUG DRUG concomitantly dose reduction azathioprine approximately 1/3 1/4 usual dose.
709,Use with Angiotensln Converting Enzyme Inhibitors: The use of angiotensin converting enzyme inhibitors to control hypertension in patients on azathioprine has been reported to induce severe leukopenia.,angiotensin converting enzyme inhibitors,azathioprine,effect,Use Angiotensln Converting Enzyme Inhibitors: use GROUP control hypertension patients DRUG reported induce severe leukopenia.
