,sentence_text,e1,e2,relation_type,normalized_sentence
285,"Pyrazolone Derivatives (phenylbutazone, oxyphenbutazone, and possibly dipyrone): Concomitant administration with aspirin may increase the risk of gastrointestinal ulceration.",Pyrazolone Derivatives,aspirin,effect,"Pyrazolone_bf Derivatives_bf (phenylbutazone_bf ,_bf oxyphenbutazone_bf ,_bf possibly_bf dipyrone):_bf Concomitant_bf administration_bf OTHER_DRUG may_be increase_be risk_be gastrointestinal_be ulceration_be ._be"
286,"Pyrazolone Derivatives (phenylbutazone, oxyphenbutazone, and possibly dipyrone): Concomitant administration with aspirin may increase the risk of gastrointestinal ulceration.",phenylbutazone,aspirin,effect,"Pyrazolone_bf Derivatives_bf (phenylbutazone_bf ,_bf oxyphenbutazone_bf ,_bf possibly_bf dipyrone):_bf Concomitant_bf administration_bf OTHER_DRUG may_be increase_be risk_be gastrointestinal_be ulceration_be ._be"
287,"Pyrazolone Derivatives (phenylbutazone, oxyphenbutazone, and possibly dipyrone): Concomitant administration with aspirin may increase the risk of gastrointestinal ulceration.",oxyphenbutazone,aspirin,effect,"Pyrazolone_bf Derivatives_bf (phenylbutazone_bf ,_bf DRUG ,_be possibly_be dipyrone):_be Concomitant_be administration_be OTHER_DRUG may_af increase_af risk_af gastrointestinal_af ulceration_af ._af"
288,"Pyrazolone Derivatives (phenylbutazone, oxyphenbutazone, and possibly dipyrone): Concomitant administration with aspirin may increase the risk of gastrointestinal ulceration.",dipyrone,aspirin,effect,"Pyrazolone_bf Derivatives_bf (phenylbutazone_bf ,_bf oxyphenbutazone_bf ,_bf possibly_bf dipyrone):_bf Concomitant_bf administration_bf OTHER_DRUG may_be increase_be risk_be gastrointestinal_be ulceration_be ._be"
289,Nonsteroidal Antiinflammatory Agents: Aspirin is contraindicated in patients who are hypersensitive to nonsteroidal anti-inflammatory agents.,Aspirin,nonsteroidal anti-inflammatory,advise,Nonsteroidal_bf Antiinflammatory_bf Agents:_bf DRUG contraindicated_be patients_be hypersensitive_be nonsteroidal_be anti-inflammatory_be agents_be ._be
290,Phenobarbital: Decreases aspirin effectiveness by enzyme induction.,Phenobarbital,aspirin,mechanism,Phenobarbital:_bf Decreases_bf OTHER_DRUG effectiveness_be enzyme_be induction_be ._be
291,Phenytoin: Serum phenytoin levels may be increased by aspirin.,phenytoin,aspirin,effect,Phenytoin:_bf Serum_bf DRUG levels_be may_be increased_be OTHER_DRUG ._af
292,Propranolol: May decrease aspirins anti-inflammatory action by competing for the same receptors.,Propranolol,aspirins,effect,Propranolol:_bf May_bf decrease_bf OTHER_DRUG anti-inflammatory_be action_be competing_be receptors_be ._be
293,"Antacids: Enteric Coated Aspirin should not be given concurrently with antacids, since an increase in the pH of the stomach may effect the enteric coating of the tablets.",Aspirin,antacids,advise,"Antacids:_bf Enteric_bf Coated_bf DRUG given_be concurrently_be OTHER_DRUG ,_af since_af increase_af pH_af stomach_af may_af effect_af enteric_af coating_af tablets_af ._af"
294,"Catecholamine-depleting drugs (eg, reserpine) may have an additive effect when given with beta-blocking agents.",reserpine,beta-blocking agent,effect,"Catecholamine-depleting_bf drugs_bf (eg_bf ,_bf reserpine)_bf may_bf additive_bf effect_bf given_bf beta-blocking_bf agents_bf ._bf"
295,Calcium channel blockers may also have an additive effect when given with TENORMIN .,Calcium channel blockers,TENORMIN,effect,Calcium_bf channel_bf blockers_bf may_bf also_bf additive_bf effect_bf given_bf OTHER_DRUG ._be
296,Beta blockers may exacerbate the rebound hypertension which can follow the withdrawal of clonidine.,Beta blockers,clonidine,effect,Beta_bf blockers_bf may_bf exacerbate_bf rebound_bf hypertension_bf follow_bf withdrawal_bf OTHER_DRUG ._be
297,"If the two drugs are coadministered, the beta blocker should be withdrawn several days before the gradual withdrawal of clonidine.",beta blocker,clonidine,advise,"If_bf two_bf drugs_bf coadministered_bf ,_bf beta_bf blocker_bf withdrawn_bf several_bf days_bf gradual_bf withdrawal_bf OTHER_DRUG ._be"
298,"If replacing clonidine by beta-blocker therapy, the introduction of beta blockers should be delayed for several days after clonidine administration has stopped.",beta blockers,clonidine,advise,"If_bf replacing_bf OTHER_DRUG beta-blocker_be therapy_be ,_be introduction_be beta_be blockers_be delayed_be several_be days_be OTHER_DRUG administration_af stopped_af ._af"
299,"Concomitant use of prostaglandin synthase inhibiting drugs, eg, indomethacin, may decrease the hypotensive effects of beta blockers.",indomethacin,beta blockers,effect,"Concomitant_bf use_bf prostaglandin_bf synthase_bf inhibiting_bf drugs_bf ,_bf eg_bf ,_bf DRUG ,_be may_be decrease_be hypotensive_be effects_be beta_be blockers_be ._be"
300,MAO inhibitors prolong and intensify the effects of antihistamines.,MAO inhibitors,antihistamines,effect,MAO_bf inhibitors_bf prolong_bf intensify_bf effects_bf OTHER_DRUG ._be
301,"Concomitant use of antihistamines with alcohol, tricyclic antidepressants, barbiturates, or other central nervous system depressants may have an additive effect.",antihistamines,alcohol,effect,"Concomitant_bf use_bf DRUG OTHER_DRUG ,_af tricyclic_af antidepressants_af ,_af barbiturates_af ,_af central_af nervous_af system_af depressants_af may_af additive_af effect_af ._af"
302,"Concomitant use of antihistamines with alcohol, tricyclic antidepressants, barbiturates, or other central nervous system depressants may have an additive effect.",antihistamines,tricyclic antidepressants,effect,"Concomitant_bf use_bf DRUG alcohol_be ,_be tricyclic_be antidepressants_be ,_be barbiturates_be ,_be central_be nervous_be system_be depressants_be may_be additive_be effect_be ._be"
303,"Concomitant use of antihistamines with alcohol, tricyclic antidepressants, barbiturates, or other central nervous system depressants may have an additive effect.",antihistamines,barbiturates,effect,"Concomitant_bf use_bf DRUG alcohol_be ,_be tricyclic_be antidepressants_be ,_be OTHER_DRUG ,_af central_af nervous_af system_af depressants_af may_af additive_af effect_af ._af"
304,"Concomitant use of antihistamines with alcohol, tricyclic antidepressants, barbiturates, or other central nervous system depressants may have an additive effect.",antihistamines,central nervous system depressants,effect,"Concomitant_bf use_bf DRUG alcohol_be ,_be tricyclic_be antidepressants_be ,_be barbiturates_be ,_be central_be nervous_be system_be depressants_be may_be additive_be effect_be ._be"
305,"When sympathomimetic drugs are given to patients receiving monoamine oxidase inhibitors, hypertensive reactions, including hypertensive crises, may occur.",sympathomimetic drugs,monoamine oxidase inhibitors,effect,"When_bf sympathomimetic_bf drugs_bf given_bf patients_bf receiving_bf monoamine_bf oxidase_bf inhibitors_bf ,_bf hypertensive_bf reactions_bf ,_bf including_bf hypertensive_bf crises_bf ,_bf may_bf occur_bf ._bf"
306,"The antihypertensive effects of methyldopa, mecamylamine, reserpine, and veratrum alkaloids may be reduced by sympathomimetics.",methyldopa,sympathomimetics,effect,"The_bf antihypertensive_bf effects_bf DRUG ,_be mecamylamine_be ,_be reserpine_be ,_be veratrum_be alkaloids_be may_be reduced_be OTHER_DRUG ._af"
307,"The antihypertensive effects of methyldopa, mecamylamine, reserpine, and veratrum alkaloids may be reduced by sympathomimetics.",mecamylamine,sympathomimetics,effect,"The_bf antihypertensive_bf effects_bf methyldopa_bf ,_bf DRUG ,_be reserpine_be ,_be veratrum_be alkaloids_be may_be reduced_be OTHER_DRUG ._af"
308,"The antihypertensive effects of methyldopa, mecamylamine, reserpine, and veratrum alkaloids may be reduced by sympathomimetics.",reserpine,sympathomimetics,effect,"The_bf antihypertensive_bf effects_bf methyldopa_bf ,_bf mecamylamine_bf ,_bf DRUG ,_be veratrum_be alkaloids_be may_be reduced_be OTHER_DRUG ._af"
309,"The antihypertensive effects of methyldopa, mecamylamine, reserpine, and veratrum alkaloids may be reduced by sympathomimetics.",veratrum alkaloids,sympathomimetics,effect,"The_bf antihypertensive_bf effects_bf methyldopa_bf ,_bf mecamylamine_bf ,_bf reserpine_bf ,_bf veratrum_bf alkaloids_bf may_bf reduced_bf OTHER_DRUG ._be"
310,Beta-adrenergic blocking agents may also interact with sympathomimetics.,Beta-adrenergic blocking agents,sympathomimetics,int,Beta-adrenergic_bf blocking_bf agents_bf may_bf also_bf interact_bf OTHER_DRUG ._be
311,Increased ectopic pacemaker activity can occur when pseudoephedrine is used concomitantly with digitalis.,pseudoephedrine,digitalis,effect,Increased_bf ectopic_bf pacemaker_bf activity_bf occur_bf DRUG used_be concomitantly_be OTHER_DRUG ._af
312,"Antacids increase the rate of absorption of pseudoephedrine, while kaolin decreases it.",Antacids,pseudoephedrine,mechanism,"DRUG increase_be rate_be absorption_be OTHER_DRUG ,_af kaolin_af decreases_af ._af"
313,"Antacids increase the rate of absorption of pseudoephedrine, while kaolin decreases it.",pseudoephedrine,kaolin,mechanism,"Antacids_bf increase_bf rate_bf absorption_bf DRUG ,_be OTHER_DRUG decreases_af ._af"
314,Use with Allopurinol: The principal pathway for detoxification of azathioprine is inhibited by allopurinol.,azathioprine,allopurinol,mechanism,Use_bf Allopurinol:_bf The_bf principal_bf pathway_bf detoxification_bf DRUG inhibited_be OTHER_DRUG ._af
315,"Patients receiving azathioprine and allopurinol concomitantly should have a dose reduction of azathioprine, to approximately 1/3 to 1/4 the usual dose.",azathioprine,allopurinol,advise,"Patients_bf receiving_bf DRUG OTHER_DRUG concomitantly_af dose_af reduction_af DRUG ,_af approximately_af 1/3_af 1/4_af usual_af dose_af ._af"
316,Use with Angiotensln Converting Enzyme Inhibitors: The use of angiotensin converting enzyme inhibitors to control hypertension in patients on azathioprine has been reported to induce severe leukopenia.,angiotensin converting enzyme inhibitors,azathioprine,effect,Use_bf Angiotensln_bf Converting_bf Enzyme_bf Inhibitors:_bf The_bf use_bf angiotensin_bf converting_bf enzyme_bf inhibitors_bf control_bf hypertension_bf patients_bf OTHER_DRUG reported_be induce_be severe_be leukopenia_be ._be
317,Co-administration of nelfinavir at steady-state with a single dose of azithromycin (2 x 600 mg tablets) results in increased azithromycin serum concentrations.,nelfinavir,azithromycin,effect,Co-administration_bf DRUG steady-state_be single_be dose_be OTHER_DRUG (2_af x_af 600_af mg_af tablets)_af results_af increased_af OTHER_DRUG serum_af concentrations_af ._af
318,"Although a dose adjustment of azithromycin is not recommended when administered in combination with nelfinavir, close monitoring for known side effects of azithromycin, such as liver enzyme abnormalities and hearing impairment, is warranted.",azithromycin,nelfinavir,advise,"Although_bf dose_bf adjustment_bf DRUG recommended_be administered_be combination_be OTHER_DRUG ,_af close_af monitoring_af known_af side_af effects_af DRUG ,_af liver_af enzyme_af abnormalities_af hearing_af impairment_af ,_af warranted_af ._af"
319,"However, prudent medical practice dictates careful monitoring of prothrombin time in all patients treated with azithromycin and warfarin concomitantly.",azithromycin,warfarin,advise,"However_bf ,_bf prudent_bf medical_bf practice_bf dictates_bf careful_bf monitoring_bf prothrombin_bf time_bf patients_bf treated_bf DRUG OTHER_DRUG concomitantly_af ._af"
320,Concurrent use of macrolides and warfarin in clinical practice has been associated with increased anticoagulant effects.,macrolides,warfarin,effect,Concurrent_bf use_bf DRUG OTHER_DRUG clinical_af practice_af associated_af increased_af anticoagulant_af effects_af ._af
321,"When used in therapeutic doses, azithromycin had a modest effect on the pharmacokinetics of atorvastatin, carbamazepine, cetirizine, didanosine, efavirenz, fluconazole, indinavir, midazolam, rifabutin, sildenafil, theophylline (intravenous and oral), triazolam, trimethoprim/sulfamethoxazole or zidovudine.",azithromycin,atorvastatin,mechanism,"When_bf used_bf therapeutic_bf doses_bf ,_bf DRUG modest_be effect_be pharmacokinetics_be OTHER_DRUG ,_af carbamazepine_af ,_af cetirizine_af ,_af didanosine_af ,_af efavirenz_af ,_af fluconazole_af ,_af indinavir_af ,_af midazolam_af ,_af rifabutin_af ,_af sildenafil_af ,_af theophylline_af (intravenous_af oral)_af ,_af triazolam_af ,_af trimethoprim/sulfamethoxazole_af zidovudine_af ._af"
322,"When used in therapeutic doses, azithromycin had a modest effect on the pharmacokinetics of atorvastatin, carbamazepine, cetirizine, didanosine, efavirenz, fluconazole, indinavir, midazolam, rifabutin, sildenafil, theophylline (intravenous and oral), triazolam, trimethoprim/sulfamethoxazole or zidovudine.",azithromycin,carbamazepine,mechanism,"When_bf used_bf therapeutic_bf doses_bf ,_bf DRUG modest_be effect_be pharmacokinetics_be atorvastatin_be ,_be OTHER_DRUG ,_af cetirizine_af ,_af didanosine_af ,_af efavirenz_af ,_af fluconazole_af ,_af indinavir_af ,_af midazolam_af ,_af rifabutin_af ,_af sildenafil_af ,_af theophylline_af (intravenous_af oral)_af ,_af triazolam_af ,_af trimethoprim/sulfamethoxazole_af zidovudine_af ._af"
323,"When used in therapeutic doses, azithromycin had a modest effect on the pharmacokinetics of atorvastatin, carbamazepine, cetirizine, didanosine, efavirenz, fluconazole, indinavir, midazolam, rifabutin, sildenafil, theophylline (intravenous and oral), triazolam, trimethoprim/sulfamethoxazole or zidovudine.",azithromycin,cetirizine,mechanism,"When_bf used_bf therapeutic_bf doses_bf ,_bf DRUG modest_be effect_be pharmacokinetics_be atorvastatin_be ,_be carbamazepine_be ,_be OTHER_DRUG ,_af didanosine_af ,_af efavirenz_af ,_af fluconazole_af ,_af indinavir_af ,_af midazolam_af ,_af rifabutin_af ,_af sildenafil_af ,_af theophylline_af (intravenous_af oral)_af ,_af triazolam_af ,_af trimethoprim/sulfamethoxazole_af zidovudine_af ._af"
324,"When used in therapeutic doses, azithromycin had a modest effect on the pharmacokinetics of atorvastatin, carbamazepine, cetirizine, didanosine, efavirenz, fluconazole, indinavir, midazolam, rifabutin, sildenafil, theophylline (intravenous and oral), triazolam, trimethoprim/sulfamethoxazole or zidovudine.",azithromycin,didanosine,mechanism,"When_bf used_bf therapeutic_bf doses_bf ,_bf DRUG modest_be effect_be pharmacokinetics_be atorvastatin_be ,_be carbamazepine_be ,_be cetirizine_be ,_be OTHER_DRUG ,_af efavirenz_af ,_af fluconazole_af ,_af indinavir_af ,_af midazolam_af ,_af rifabutin_af ,_af sildenafil_af ,_af theophylline_af (intravenous_af oral)_af ,_af triazolam_af ,_af trimethoprim/sulfamethoxazole_af zidovudine_af ._af"
325,"When used in therapeutic doses, azithromycin had a modest effect on the pharmacokinetics of atorvastatin, carbamazepine, cetirizine, didanosine, efavirenz, fluconazole, indinavir, midazolam, rifabutin, sildenafil, theophylline (intravenous and oral), triazolam, trimethoprim/sulfamethoxazole or zidovudine.",azithromycin,efavirenz,mechanism,"When_bf used_bf therapeutic_bf doses_bf ,_bf DRUG modest_be effect_be pharmacokinetics_be atorvastatin_be ,_be carbamazepine_be ,_be cetirizine_be ,_be didanosine_be ,_be OTHER_DRUG ,_af fluconazole_af ,_af indinavir_af ,_af midazolam_af ,_af rifabutin_af ,_af sildenafil_af ,_af theophylline_af (intravenous_af oral)_af ,_af triazolam_af ,_af trimethoprim/sulfamethoxazole_af zidovudine_af ._af"
326,"When used in therapeutic doses, azithromycin had a modest effect on the pharmacokinetics of atorvastatin, carbamazepine, cetirizine, didanosine, efavirenz, fluconazole, indinavir, midazolam, rifabutin, sildenafil, theophylline (intravenous and oral), triazolam, trimethoprim/sulfamethoxazole or zidovudine.",azithromycin,fluconazole,mechanism,"When_bf used_bf therapeutic_bf doses_bf ,_bf DRUG modest_be effect_be pharmacokinetics_be atorvastatin_be ,_be carbamazepine_be ,_be cetirizine_be ,_be didanosine_be ,_be efavirenz_be ,_be OTHER_DRUG ,_af indinavir_af ,_af midazolam_af ,_af rifabutin_af ,_af sildenafil_af ,_af theophylline_af (intravenous_af oral)_af ,_af triazolam_af ,_af trimethoprim/sulfamethoxazole_af zidovudine_af ._af"
