,sentence_text,e1_text,e2_text,relation_type,normalized_sentence
830,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,Gris-PEG,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin tetracycline anticonvulsants (Dilantin Phenobarbital Tegretol Trileptal Topamax Felbatol) antifungals ( OTHER_DRUG Nizoral Sporanox) atorvastatin (Lipitor) clofibrate (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
831,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,Nizoral,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin tetracycline anticonvulsants (Dilantin Phenobarbital Tegretol Trileptal Topamax Felbatol) antifungals (Gris PEG OTHER_DRUG Sporanox) atorvastatin (Lipitor) clofibrate (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
832,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,Sporanox,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin tetracycline anticonvulsants (Dilantin Phenobarbital Tegretol Trileptal Topamax Felbatol) antifungals (Gris PEG Nizoral OTHER_DRUG ) atorvastatin (Lipitor) clofibrate (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
833,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,atorvastatin,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin tetracycline anticonvulsants (Dilantin Phenobarbital Tegretol Trileptal Topamax Felbatol) antifungals (Gris PEG Nizoral Sporanox) OTHER_DRUG (Lipitor) clofibrate (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
834,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,Lipitor,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin tetracycline anticonvulsants (Dilantin Phenobarbital Tegretol Trileptal Topamax Felbatol) antifungals (Gris PEG Nizoral Sporanox) atorvastatin ( OTHER_DRUG ) clofibrate (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
835,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,clofibrate,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin tetracycline anticonvulsants (Dilantin Phenobarbital Tegretol Trileptal Topamax Felbatol) antifungals (Gris PEG Nizoral Sporanox) atorvastatin (Lipitor) OTHER_DRUG (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
836,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,Atromid-S,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin tetracycline anticonvulsants (Dilantin Phenobarbital Tegretol Trileptal Topamax Felbatol) antifungals (Gris PEG Nizoral Sporanox) atorvastatin (Lipitor) clofibrate ( OTHER_DRUG ) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
837,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,cyclosporine,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin tetracycline anticonvulsants (Dilantin Phenobarbital Tegretol Trileptal Topamax Felbatol) antifungals (Gris PEG Nizoral Sporanox) atorvastatin (Lipitor) clofibrate (Atromid S) OTHER_DRUG (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
838,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,Neoral,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin tetracycline anticonvulsants (Dilantin Phenobarbital Tegretol Trileptal Topamax Felbatol) antifungals (Gris PEG Nizoral Sporanox) atorvastatin (Lipitor) clofibrate (Atromid S) cyclosporine ( OTHER_DRUG Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
839,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,Sandimmune,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin tetracycline anticonvulsants (Dilantin Phenobarbital Tegretol Trileptal Topamax Felbatol) antifungals (Gris PEG Nizoral Sporanox) atorvastatin (Lipitor) clofibrate (Atromid S) cyclosporine (Neoral OTHER_DRUG ) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
840,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,protease inhibitors,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin tetracycline anticonvulsants (Dilantin Phenobarbital Tegretol Trileptal Topamax Felbatol) antifungals (Gris PEG Nizoral Sporanox) atorvastatin (Lipitor) clofibrate (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified OTHER_DRUG (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
841,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,Agenerase,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin tetracycline anticonvulsants (Dilantin Phenobarbital Tegretol Trileptal Topamax Felbatol) antifungals (Gris PEG Nizoral Sporanox) atorvastatin (Lipitor) clofibrate (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors ( OTHER_DRUG Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
842,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,Crixivan,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin tetracycline anticonvulsants (Dilantin Phenobarbital Tegretol Trileptal Topamax Felbatol) antifungals (Gris PEG Nizoral Sporanox) atorvastatin (Lipitor) clofibrate (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase OTHER_DRUG Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
843,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,Fortovase,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin tetracycline anticonvulsants (Dilantin Phenobarbital Tegretol Trileptal Topamax Felbatol) antifungals (Gris PEG Nizoral Sporanox) atorvastatin (Lipitor) clofibrate (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan OTHER_DRUG Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
